EncoderAtt,DecoderAtt,B,H,lr,Optimizer,Epoch,UnseenCnt,MissedClass,WrongCount,UnseenClass
false,true,2,128,0.01,Adam,20,2,8,0,1
true,true,2,128,0.01,Adam,20,21,8,0,1
true,true,4,128,0.01,Adam,30,9,8,0,1
false,true,16,128,0.01,Adam,10,7,8,0,1
false,true,16,128,0.01,Adam,30,15,8,0,1
false,true,1,128,0.1,Adam,10,12,8,0,1
false,true,1,128,0.1,Adam,20,3,8,0,1
true,true,1,128,0.1,Adam,30,1,8,0,1
false,false,4,128,0.1,Adam,10,96,8,0,1
true,false,4,128,0.1,Adam,30,18,8,0,1
false,true,4,128,0.1,Adam,30,61,8,0,1
false,false,8,128,0.1,Adam,10,96,8,0,1
false,true,8,128,0.1,Adam,10,38,8,0,1
false,true,8,128,0.1,Adam,20,65,8,0,1
false,false,16,128,0.1,Adam,10,100,8,0,1
false,false,16,128,0.1,Adam,20,16,8,0,1
false,false,16,128,0.1,Adam,30,100,8,0,1
false,true,16,128,0.1,Adam,30,33,8,0,1
false,true,1,128,0.001,Rmsprop,10,100,8,0,1
true,true,16,128,0.001,Rmsprop,10,100,8,0,1
false,true,2,128,0.01,Rmsprop,20,100,8,0,1
true,true,4,128,0.01,Rmsprop,10,100,8,0,1
true,true,4,128,0.01,Rmsprop,30,100,8,0,1
true,true,8,128,0.01,Rmsprop,20,100,8,0,1
true,true,8,128,0.01,Rmsprop,30,100,8,0,1
true,true,16,128,0.01,Rmsprop,30,100,8,0,1
true,true,1,128,0.1,Rmsprop,30,100,8,0,1
false,true,2,128,0.1,Rmsprop,20,100,8,0,1
false,true,8,128,0.1,Rmsprop,20,100,8,0,1
true,true,16,128,0.1,Rmsprop,20,100,8,0,1
false,true,16,128,0.1,Rmsprop,30,100,8,0,1
true,true,4,128,1.0,Rmsprop,10,27,8,0,1
false,true,1,128,0.001,SGD,10,100,8,0,1
true,true,1,128,0.001,SGD,10,100,8,0,1
false,true,1,128,0.001,SGD,30,100,8,0,1
true,true,1,128,0.001,SGD,30,100,8,0,1
false,true,8,128,0.001,SGD,10,100,8,0,1
false,true,8,128,0.001,SGD,30,100,8,0,1
true,true,8,128,0.001,SGD,30,100,8,0,1
false,true,4,128,0.01,SGD,10,100,8,0,1
true,true,4,128,0.01,SGD,10,100,8,0,1
false,true,4,128,0.01,SGD,30,100,8,0,1
true,true,4,128,0.01,SGD,30,100,8,0,1
true,true,8,128,0.01,SGD,20,100,8,0,1
false,true,1,128,0.1,SGD,20,100,8,0,1
false,true,2,128,0.1,SGD,20,100,8,0,1
false,true,4,128,1.0,SGD,10,100,8,0,1
false,false,2,128,0.1,Adam,10,52,8,1,1
false,false,4,128,0.1,Rmsprop,10,16,8,1,1
false,false,16,128,0.1,Rmsprop,10,11,8,1,1
true,false,1,128,1.0,SGD,30,1,8,1,1
true,false,4,256,0.1,Adam,30,17,8,2,1
false,true,4,256,0.1,Adam,30,25,8,2,1
true,true,16,256,0.1,Adam,20,48,8,2,1
false,true,16,128,0.1,Adam,10,31,8,2,1
true,true,16,128,0.1,Adam,30,15,8,2,1
true,false,8,128,1.0,SGD,30,3,8,2,1
true,true,16,256,0.1,Adam,10,16,8,3,1
true,false,8,256,1.0,SGD,20,39,8,3,1
true,true,8,128,1.0,Rmsprop,20,22,8,3,1
false,true,1,128,0.1,Adam,30,1,8,4,1
false,false,1,128,0.1,Rmsprop,10,9,8,4,1
false,false,1,128,0.1,Rmsprop,20,3,8,4,1
false,true,1,256,0.1,Adam,10,20,8,6,1
false,true,2,256,0.1,Adam,30,1,8,6,1
true,true,2,128,0.1,Adam,20,12,8,6,1
false,true,4,256,0.1,Adam,20,1,8,7,1
true,true,2,256,0.1,Adam,10,2,8,12,1
false,false,4,256,0.1,Rmsprop,30,1,8,12,1
false,false,16,256,0.01,Adam,30,2,8,13,1
false,true,2,256,0.1,Adam,10,69,8,16,1
true,false,2,128,1.0,SGD,10,16,8,16,1
true,true,8,128,0.1,Adam,10,1,8,19,1
true,true,16,128,0.1,Adam,10,20,8,22,1
false,false,8,256,0.01,Adam,30,4,8,25,1
false,false,1,256,0.1,Rmsprop,20,16,8,31,1
false,false,1,256,0.1,Rmsprop,10,6,8,32,1
false,true,8,256,0.1,Adam,20,3,8,36,1
false,false,4,256,0.1,Rmsprop,10,2,8,40,1
false,true,16,256,0.1,Adam,10,2,8,41,1
false,false,8,128,0.1,Rmsprop,30,43,8,41,1
false,true,8,256,0.1,Adam,10,6,8,47,1
false,false,4,128,0.1,Rmsprop,20,1,8,54,1
false,false,1,128,0.1,Adam,10,21,8,55,1
false,false,4,256,0.1,Adam,20,29,8,60,1
true,false,1,256,0.001,Adam,10,2,8,65,1
false,true,8,256,0.1,Adam,30,1,8,76,1
false,true,4,128,0.1,Adam,20,10,8,79,1
true,false,16,128,0.001,Rmsprop,10,1,8,84,1
false,true,8,128,0.1,Adam,30,5,8,86,1
true,false,1,128,0.01,SGD,30,1,8,87,1
false,false,2,256,0.01,SGD,20,1,8,89,1
false,false,1,256,0.01,SGD,10,2,8,92,1
true,false,2,128,0.01,SGD,20,1,8,92,1
true,false,8,256,0.01,SGD,20,1,8,93,1
false,false,1,128,0.01,SGD,10,1,8,93,1
false,false,2,128,0.01,SGD,20,1,8,93,1
true,false,2,128,0.001,SGD,20,1,8,94,1
false,false,8,128,0.001,SGD,30,1,8,94,1
true,false,1,128,0.01,SGD,20,1,8,94,1
false,false,8,128,0.01,SGD,10,1,8,94,1
true,false,8,128,0.01,SGD,20,1,8,94,1
true,false,1,256,0.001,SGD,20,1,8,95,1
true,false,2,256,0.001,SGD,20,1,8,95,1
false,false,8,256,0.01,SGD,10,1,8,95,1
false,false,16,256,0.01,SGD,10,1,8,95,1
true,false,16,256,0.01,SGD,20,1,8,95,1
false,false,1,128,0.001,SGD,20,1,8,95,1
true,false,4,128,0.01,SGD,10,1,8,95,1
true,false,2,256,0.001,SGD,10,1,8,96,1
false,false,16,256,0.001,SGD,30,1,8,96,1
true,false,4,128,0.001,SGD,10,1,8,96,1
true,false,4,128,0.001,SGD,30,1,8,96,1
true,false,8,128,0.001,SGD,30,1,8,96,1
false,false,16,128,0.001,SGD,30,1,8,96,1
false,false,2,128,0.01,SGD,10,1,8,96,1
false,false,1,256,0.001,SGD,10,1,8,97,1
true,false,1,256,0.001,SGD,10,1,8,97,1
true,false,1,256,0.001,SGD,30,1,8,97,1
false,false,8,256,0.001,SGD,10,1,8,97,1
true,false,16,256,0.001,SGD,10,1,8,97,1
true,false,1,128,0.001,SGD,30,1,8,97,1
false,false,2,128,0.001,SGD,30,1,8,97,1
false,false,4,128,0.001,SGD,10,1,8,97,1
false,false,4,128,0.001,SGD,20,1,8,97,1
false,false,8,128,0.001,SGD,10,1,8,97,1
true,false,16,128,0.001,SGD,30,1,8,97,1
false,false,1,128,0.001,SGD,30,1,8,98,1
true,false,16,128,0.001,SGD,10,1,8,98,1
true,false,1,128,0.01,SGD,10,1,8,98,1
false,true,1,256,0.001,Adam,10,0,9,0,0
true,true,1,256,0.001,Adam,10,0,9,0,0
false,true,1,256,0.001,Adam,20,0,9,0,0
true,true,1,256,0.001,Adam,20,0,9,0,0
false,true,1,256,0.001,Adam,30,0,9,0,0
false,true,2,256,0.001,Adam,10,0,9,0,0
true,true,2,256,0.001,Adam,10,0,9,0,0
false,true,2,256,0.001,Adam,20,0,9,0,0
true,true,2,256,0.001,Adam,20,0,9,0,0
false,true,2,256,0.001,Adam,30,0,9,0,0
false,true,4,256,0.001,Adam,10,0,9,0,0
true,true,4,256,0.001,Adam,10,0,9,0,0
false,true,4,256,0.001,Adam,20,0,9,0,0
true,true,4,256,0.001,Adam,20,0,9,0,0
false,true,4,256,0.001,Adam,30,0,9,0,0
true,true,4,256,0.001,Adam,30,0,9,0,0
false,true,8,256,0.001,Adam,10,0,9,0,0
true,true,8,256,0.001,Adam,10,0,9,0,0
false,true,8,256,0.001,Adam,20,0,9,0,0
true,true,8,256,0.001,Adam,20,0,9,0,0
false,true,8,256,0.001,Adam,30,0,9,0,0
false,true,16,256,0.001,Adam,10,0,9,0,0
true,true,16,256,0.001,Adam,10,0,9,0,0
false,true,16,256,0.001,Adam,20,0,9,0,0
true,true,16,256,0.001,Adam,20,0,9,0,0
false,true,16,256,0.001,Adam,30,0,9,0,0
false,true,1,256,0.01,Adam,20,0,9,0,0
false,true,1,256,0.01,Adam,30,0,9,0,0
true,true,1,256,0.01,Adam,30,0,9,0,0
true,true,2,256,0.01,Adam,10,0,9,0,0
false,true,2,256,0.01,Adam,20,0,9,0,0
true,true,2,256,0.01,Adam,20,0,9,0,0
true,true,2,256,0.01,Adam,30,0,9,0,0
true,true,4,256,0.01,Adam,10,0,9,0,0
false,true,4,256,0.01,Adam,20,0,9,0,0
false,true,4,256,0.01,Adam,30,0,9,0,0
true,true,4,256,0.01,Adam,30,0,9,0,0
true,true,8,256,0.01,Adam,10,0,9,0,0
false,true,8,256,0.01,Adam,20,0,9,0,0
true,true,8,256,0.01,Adam,20,0,9,0,0
false,true,8,256,0.01,Adam,30,0,9,0,0
true,true,8,256,0.01,Adam,30,0,9,0,0
true,true,16,256,0.01,Adam,10,0,9,0,0
false,true,16,256,0.01,Adam,20,0,9,0,0
true,true,16,256,0.01,Adam,20,0,9,0,0
true,true,16,256,0.01,Adam,30,0,9,0,0
false,false,1,256,0.1,Adam,20,0,9,0,0
true,true,1,256,0.1,Adam,20,0,9,0,0
false,false,2,256,0.1,Adam,20,0,9,0,0
true,true,2,256,0.1,Adam,20,0,9,0,0
false,false,4,256,0.1,Adam,10,0,9,0,0
false,true,4,256,0.1,Adam,10,0,9,0,0
false,false,8,256,0.1,Adam,10,0,9,0,0
true,true,8,256,0.1,Adam,20,0,9,0,0
true,false,16,256,0.1,Adam,20,0,9,0,0
false,true,16,256,0.1,Adam,20,0,9,0,0
false,false,16,256,0.1,Adam,30,0,9,0,0
true,true,16,256,0.1,Adam,30,0,9,0,0
false,true,1,256,0.001,Rmsprop,10,0,9,0,0
true,true,1,256,0.001,Rmsprop,10,0,9,0,0
false,true,1,256,0.001,Rmsprop,20,0,9,0,0
true,true,1,256,0.001,Rmsprop,20,0,9,0,0
false,true,1,256,0.001,Rmsprop,30,0,9,0,0
true,true,1,256,0.001,Rmsprop,30,0,9,0,0
false,true,2,256,0.001,Rmsprop,10,0,9,0,0
true,true,2,256,0.001,Rmsprop,10,0,9,0,0
false,true,2,256,0.001,Rmsprop,20,0,9,0,0
true,true,2,256,0.001,Rmsprop,20,0,9,0,0
false,true,2,256,0.001,Rmsprop,30,0,9,0,0
true,true,2,256,0.001,Rmsprop,30,0,9,0,0
false,true,4,256,0.001,Rmsprop,10,0,9,0,0
true,true,4,256,0.001,Rmsprop,10,0,9,0,0
false,true,4,256,0.001,Rmsprop,20,0,9,0,0
true,true,4,256,0.001,Rmsprop,20,0,9,0,0
false,true,4,256,0.001,Rmsprop,30,0,9,0,0
true,true,4,256,0.001,Rmsprop,30,0,9,0,0
false,true,8,256,0.001,Rmsprop,10,0,9,0,0
true,true,8,256,0.001,Rmsprop,10,0,9,0,0
false,true,8,256,0.001,Rmsprop,20,0,9,0,0
true,true,8,256,0.001,Rmsprop,20,0,9,0,0
false,true,8,256,0.001,Rmsprop,30,0,9,0,0
true,true,8,256,0.001,Rmsprop,30,0,9,0,0
true,true,16,256,0.001,Rmsprop,10,0,9,0,0
false,true,16,256,0.001,Rmsprop,20,0,9,0,0
true,true,16,256,0.001,Rmsprop,20,0,9,0,0
false,true,16,256,0.001,Rmsprop,30,0,9,0,0
true,true,16,256,0.001,Rmsprop,30,0,9,0,0
false,true,1,256,0.01,Rmsprop,10,0,9,0,0
true,true,1,256,0.01,Rmsprop,10,0,9,0,0
true,true,1,256,0.01,Rmsprop,20,0,9,0,0
false,true,1,256,0.01,Rmsprop,30,0,9,0,0
false,true,2,256,0.01,Rmsprop,10,0,9,0,0
true,true,2,256,0.01,Rmsprop,10,0,9,0,0
true,true,2,256,0.01,Rmsprop,20,0,9,0,0
false,true,2,256,0.01,Rmsprop,30,0,9,0,0
true,true,2,256,0.01,Rmsprop,30,0,9,0,0
false,true,4,256,0.01,Rmsprop,10,0,9,0,0
true,true,4,256,0.01,Rmsprop,10,0,9,0,0
false,true,4,256,0.01,Rmsprop,20,0,9,0,0
true,true,4,256,0.01,Rmsprop,20,0,9,0,0
false,true,4,256,0.01,Rmsprop,30,0,9,0,0
true,true,4,256,0.01,Rmsprop,30,0,9,0,0
false,true,8,256,0.01,Rmsprop,10,0,9,0,0
true,true,8,256,0.01,Rmsprop,10,0,9,0,0
false,true,8,256,0.01,Rmsprop,20,0,9,0,0
true,true,8,256,0.01,Rmsprop,20,0,9,0,0
false,true,8,256,0.01,Rmsprop,30,0,9,0,0
false,true,16,256,0.01,Rmsprop,10,0,9,0,0
true,true,16,256,0.01,Rmsprop,10,0,9,0,0
false,true,16,256,0.01,Rmsprop,20,0,9,0,0
true,true,16,256,0.01,Rmsprop,20,0,9,0,0
false,true,16,256,0.01,Rmsprop,30,0,9,0,0
true,true,16,256,0.01,Rmsprop,30,0,9,0,0
false,true,1,256,0.1,Rmsprop,10,0,9,0,0
false,true,1,256,0.1,Rmsprop,20,0,9,0,0
true,true,1,256,0.1,Rmsprop,20,0,9,0,0
false,true,1,256,0.1,Rmsprop,30,0,9,0,0
true,true,1,256,0.1,Rmsprop,30,0,9,0,0
true,true,2,256,0.1,Rmsprop,10,0,9,0,0
false,true,2,256,0.1,Rmsprop,20,0,9,0,0
true,true,2,256,0.1,Rmsprop,20,0,9,0,0
false,true,2,256,0.1,Rmsprop,30,0,9,0,0
true,true,2,256,0.1,Rmsprop,30,0,9,0,0
false,true,4,256,0.1,Rmsprop,10,0,9,0,0
true,true,4,256,0.1,Rmsprop,10,0,9,0,0
false,false,4,256,0.1,Rmsprop,20,0,9,0,0
false,true,4,256,0.1,Rmsprop,20,0,9,0,0
true,true,4,256,0.1,Rmsprop,20,0,9,0,0
false,true,4,256,0.1,Rmsprop,30,0,9,0,0
true,true,4,256,0.1,Rmsprop,30,0,9,0,0
false,true,8,256,0.1,Rmsprop,10,0,9,0,0
true,true,8,256,0.1,Rmsprop,20,0,9,0,0
false,true,8,256,0.1,Rmsprop,30,0,9,0,0
true,true,8,256,0.1,Rmsprop,30,0,9,0,0
false,true,16,256,0.1,Rmsprop,10,0,9,0,0
true,true,16,256,0.1,Rmsprop,10,0,9,0,0
false,true,16,256,0.1,Rmsprop,20,0,9,0,0
true,true,16,256,0.1,Rmsprop,20,0,9,0,0
false,true,16,256,0.1,Rmsprop,30,0,9,0,0
true,true,16,256,0.1,Rmsprop,30,0,9,0,0
true,true,2,256,1.0,Rmsprop,10,0,9,0,0
true,true,4,256,1.0,Rmsprop,10,0,9,0,0
true,true,8,256,1.0,Rmsprop,30,0,9,0,0
true,true,16,256,1.0,Rmsprop,20,0,9,0,0
true,true,16,256,1.0,Rmsprop,30,0,9,0,0
false,true,1,256,0.001,SGD,20,0,9,0,0
true,true,1,256,0.001,SGD,20,0,9,0,0
false,true,1,256,0.001,SGD,30,0,9,0,0
true,true,1,256,0.001,SGD,30,0,9,0,0
false,true,2,256,0.001,SGD,10,0,9,0,0
true,true,2,256,0.001,SGD,10,0,9,0,0
false,true,2,256,0.001,SGD,20,0,9,0,0
true,true,2,256,0.001,SGD,20,0,9,0,0
true,true,4,256,0.001,SGD,10,0,9,0,0
false,true,4,256,0.001,SGD,20,0,9,0,0
true,true,4,256,0.001,SGD,20,0,9,0,0
false,true,4,256,0.001,SGD,30,0,9,0,0
true,true,4,256,0.001,SGD,30,0,9,0,0
false,true,8,256,0.001,SGD,10,0,9,0,0
true,true,8,256,0.001,SGD,10,0,9,0,0
false,true,8,256,0.001,SGD,20,0,9,0,0
true,true,8,256,0.001,SGD,20,0,9,0,0
false,true,8,256,0.001,SGD,30,0,9,0,0
true,true,8,256,0.001,SGD,30,0,9,0,0
false,true,16,256,0.001,SGD,10,0,9,0,0
true,true,16,256,0.001,SGD,10,0,9,0,0
false,true,16,256,0.001,SGD,20,0,9,0,0
true,true,16,256,0.001,SGD,20,0,9,0,0
false,true,16,256,0.001,SGD,30,0,9,0,0
true,true,16,256,0.001,SGD,30,0,9,0,0
false,true,1,256,0.01,SGD,20,0,9,0,0
true,true,1,256,0.01,SGD,20,0,9,0,0
false,true,1,256,0.01,SGD,30,0,9,0,0
true,true,1,256,0.01,SGD,30,0,9,0,0
false,true,2,256,0.01,SGD,20,0,9,0,0
true,true,2,256,0.01,SGD,20,0,9,0,0
false,true,2,256,0.01,SGD,30,0,9,0,0
true,true,2,256,0.01,SGD,30,0,9,0,0
false,true,4,256,0.01,SGD,20,0,9,0,0
true,true,4,256,0.01,SGD,20,0,9,0,0
false,true,4,256,0.01,SGD,30,0,9,0,0
false,true,8,256,0.01,SGD,10,0,9,0,0
true,true,8,256,0.01,SGD,10,0,9,0,0
false,true,8,256,0.01,SGD,20,0,9,0,0
true,true,8,256,0.01,SGD,20,0,9,0,0
false,true,8,256,0.01,SGD,30,0,9,0,0
false,true,16,256,0.01,SGD,10,0,9,0,0
true,true,16,256,0.01,SGD,10,0,9,0,0
false,true,16,256,0.01,SGD,20,0,9,0,0
true,true,16,256,0.01,SGD,20,0,9,0,0
false,true,16,256,0.01,SGD,30,0,9,0,0
true,true,16,256,0.01,SGD,30,0,9,0,0
false,true,1,256,0.1,SGD,10,0,9,0,0
true,true,1,256,0.1,SGD,10,0,9,0,0
false,true,1,256,0.1,SGD,20,0,9,0,0
true,true,1,256,0.1,SGD,20,0,9,0,0
false,true,1,256,0.1,SGD,30,0,9,0,0
true,true,1,256,0.1,SGD,30,0,9,0,0
false,true,2,256,0.1,SGD,10,0,9,0,0
true,true,2,256,0.1,SGD,10,0,9,0,0
false,true,2,256,0.1,SGD,20,0,9,0,0
false,true,2,256,0.1,SGD,30,0,9,0,0
true,true,2,256,0.1,SGD,30,0,9,0,0
false,true,4,256,0.1,SGD,10,0,9,0,0
true,true,4,256,0.1,SGD,10,0,9,0,0
false,true,4,256,0.1,SGD,20,0,9,0,0
true,true,4,256,0.1,SGD,20,0,9,0,0
false,true,4,256,0.1,SGD,30,0,9,0,0
true,true,4,256,0.1,SGD,30,0,9,0,0
false,true,8,256,0.1,SGD,10,0,9,0,0
true,true,8,256,0.1,SGD,10,0,9,0,0
false,true,8,256,0.1,SGD,20,0,9,0,0
true,true,8,256,0.1,SGD,20,0,9,0,0
false,true,8,256,0.1,SGD,30,0,9,0,0
true,true,8,256,0.1,SGD,30,0,9,0,0
false,true,16,256,0.1,SGD,10,0,9,0,0
true,true,16,256,0.1,SGD,10,0,9,0,0
false,true,16,256,0.1,SGD,20,0,9,0,0
true,true,16,256,0.1,SGD,20,0,9,0,0
false,true,16,256,0.1,SGD,30,0,9,0,0
true,true,16,256,0.1,SGD,30,0,9,0,0
false,true,1,256,1.0,SGD,10,0,9,0,0
true,true,1,256,1.0,SGD,10,0,9,0,0
false,true,1,256,1.0,SGD,20,0,9,0,0
true,true,1,256,1.0,SGD,20,0,9,0,0
false,true,1,256,1.0,SGD,30,0,9,0,0
true,true,1,256,1.0,SGD,30,0,9,0,0
false,true,2,256,1.0,SGD,10,0,9,0,0
true,true,2,256,1.0,SGD,10,0,9,0,0
false,true,2,256,1.0,SGD,20,0,9,0,0
true,true,2,256,1.0,SGD,20,0,9,0,0
false,true,2,256,1.0,SGD,30,0,9,0,0
true,true,2,256,1.0,SGD,30,0,9,0,0
false,true,4,256,1.0,SGD,10,0,9,0,0
true,true,4,256,1.0,SGD,10,0,9,0,0
false,true,4,256,1.0,SGD,20,0,9,0,0
true,true,4,256,1.0,SGD,20,0,9,0,0
false,true,4,256,1.0,SGD,30,0,9,0,0
true,true,4,256,1.0,SGD,30,0,9,0,0
false,true,8,256,1.0,SGD,10,0,9,0,0
true,true,8,256,1.0,SGD,10,0,9,0,0
true,true,8,256,1.0,SGD,20,0,9,0,0
false,true,8,256,1.0,SGD,30,0,9,0,0
true,true,8,256,1.0,SGD,30,0,9,0,0
true,false,16,256,1.0,SGD,10,0,9,0,0
true,true,16,256,1.0,SGD,10,0,9,0,0
false,true,16,256,1.0,SGD,20,0,9,0,0
false,true,16,256,1.0,SGD,30,0,9,0,0
true,true,16,256,1.0,SGD,30,0,9,0,0
false,true,1,128,0.001,Adam,10,0,9,0,0
true,true,1,128,0.001,Adam,10,0,9,0,0
false,true,1,128,0.001,Adam,20,0,9,0,0
true,true,1,128,0.001,Adam,20,0,9,0,0
false,true,1,128,0.001,Adam,30,0,9,0,0
true,true,1,128,0.001,Adam,30,0,9,0,0
true,true,2,128,0.001,Adam,10,0,9,0,0
false,true,2,128,0.001,Adam,20,0,9,0,0
true,true,2,128,0.001,Adam,20,0,9,0,0
false,true,2,128,0.001,Adam,30,0,9,0,0
true,true,2,128,0.001,Adam,30,0,9,0,0
false,true,4,128,0.001,Adam,10,0,9,0,0
true,true,4,128,0.001,Adam,10,0,9,0,0
false,true,4,128,0.001,Adam,20,0,9,0,0
true,true,4,128,0.001,Adam,20,0,9,0,0
true,true,4,128,0.001,Adam,30,0,9,0,0
false,true,8,128,0.001,Adam,10,0,9,0,0
true,true,8,128,0.001,Adam,10,0,9,0,0
false,true,8,128,0.001,Adam,20,0,9,0,0
true,true,8,128,0.001,Adam,20,0,9,0,0
false,true,8,128,0.001,Adam,30,0,9,0,0
false,true,16,128,0.001,Adam,10,0,9,0,0
true,true,16,128,0.001,Adam,10,0,9,0,0
false,true,16,128,0.001,Adam,20,0,9,0,0
true,true,16,128,0.001,Adam,20,0,9,0,0
false,true,16,128,0.001,Adam,30,0,9,0,0
false,true,1,128,0.01,Adam,20,0,9,0,0
true,true,1,128,0.01,Adam,20,0,9,0,0
false,true,1,128,0.01,Adam,30,0,9,0,0
false,true,2,128,0.01,Adam,10,0,9,0,0
true,true,2,128,0.01,Adam,10,0,9,0,0
false,true,2,128,0.01,Adam,30,0,9,0,0
true,true,2,128,0.01,Adam,30,0,9,0,0
false,true,4,128,0.01,Adam,10,0,9,0,0
true,true,4,128,0.01,Adam,10,0,9,0,0
true,true,4,128,0.01,Adam,20,0,9,0,0
false,true,4,128,0.01,Adam,30,0,9,0,0
false,true,8,128,0.01,Adam,10,0,9,0,0
true,true,8,128,0.01,Adam,10,0,9,0,0
true,true,8,128,0.01,Adam,20,0,9,0,0
true,true,8,128,0.01,Adam,30,0,9,0,0
true,true,16,128,0.01,Adam,10,0,9,0,0
false,true,16,128,0.01,Adam,20,0,9,0,0
true,true,2,128,0.1,Adam,30,0,9,0,0
true,true,4,128,0.1,Adam,30,0,9,0,0
false,false,8,128,0.1,Adam,30,0,9,0,0
true,true,8,128,0.1,Adam,30,0,9,0,0
true,true,1,128,0.001,Rmsprop,10,0,9,0,0
false,true,1,128,0.001,Rmsprop,20,0,9,0,0
true,true,1,128,0.001,Rmsprop,20,0,9,0,0
false,true,1,128,0.001,Rmsprop,30,0,9,0,0
true,true,1,128,0.001,Rmsprop,30,0,9,0,0
false,true,2,128,0.001,Rmsprop,10,0,9,0,0
true,true,2,128,0.001,Rmsprop,10,0,9,0,0
false,true,2,128,0.001,Rmsprop,20,0,9,0,0
true,true,2,128,0.001,Rmsprop,20,0,9,0,0
false,true,2,128,0.001,Rmsprop,30,0,9,0,0
true,true,2,128,0.001,Rmsprop,30,0,9,0,0
false,true,4,128,0.001,Rmsprop,10,0,9,0,0
true,true,4,128,0.001,Rmsprop,10,0,9,0,0
false,true,4,128,0.001,Rmsprop,20,0,9,0,0
true,true,4,128,0.001,Rmsprop,20,0,9,0,0
false,true,4,128,0.001,Rmsprop,30,0,9,0,0
true,true,4,128,0.001,Rmsprop,30,0,9,0,0
false,true,8,128,0.001,Rmsprop,10,0,9,0,0
true,true,8,128,0.001,Rmsprop,10,0,9,0,0
false,true,8,128,0.001,Rmsprop,20,0,9,0,0
true,true,8,128,0.001,Rmsprop,20,0,9,0,0
false,true,8,128,0.001,Rmsprop,30,0,9,0,0
true,true,8,128,0.001,Rmsprop,30,0,9,0,0
false,true,16,128,0.001,Rmsprop,10,0,9,0,0
false,true,16,128,0.001,Rmsprop,20,0,9,0,0
true,true,16,128,0.001,Rmsprop,20,0,9,0,0
false,true,16,128,0.001,Rmsprop,30,0,9,0,0
true,true,16,128,0.001,Rmsprop,30,0,9,0,0
false,true,1,128,0.01,Rmsprop,10,0,9,0,0
true,true,1,128,0.01,Rmsprop,10,0,9,0,0
false,true,1,128,0.01,Rmsprop,20,0,9,0,0
true,true,1,128,0.01,Rmsprop,20,0,9,0,0
false,true,1,128,0.01,Rmsprop,30,0,9,0,0
true,true,1,128,0.01,Rmsprop,30,0,9,0,0
false,true,2,128,0.01,Rmsprop,10,0,9,0,0
true,true,2,128,0.01,Rmsprop,10,0,9,0,0
true,true,2,128,0.01,Rmsprop,20,0,9,0,0
false,true,2,128,0.01,Rmsprop,30,0,9,0,0
true,true,2,128,0.01,Rmsprop,30,0,9,0,0
false,true,4,128,0.01,Rmsprop,10,0,9,0,0
false,true,4,128,0.01,Rmsprop,20,0,9,0,0
true,true,4,128,0.01,Rmsprop,20,0,9,0,0
false,true,4,128,0.01,Rmsprop,30,0,9,0,0
false,true,8,128,0.01,Rmsprop,10,0,9,0,0
true,true,8,128,0.01,Rmsprop,10,0,9,0,0
false,true,8,128,0.01,Rmsprop,20,0,9,0,0
false,true,8,128,0.01,Rmsprop,30,0,9,0,0
false,true,16,128,0.01,Rmsprop,10,0,9,0,0
true,true,16,128,0.01,Rmsprop,10,0,9,0,0
false,true,16,128,0.01,Rmsprop,20,0,9,0,0
true,true,16,128,0.01,Rmsprop,20,0,9,0,0
false,true,16,128,0.01,Rmsprop,30,0,9,0,0
false,true,1,128,0.1,Rmsprop,10,0,9,0,0
true,true,1,128,0.1,Rmsprop,10,0,9,0,0
false,true,1,128,0.1,Rmsprop,20,0,9,0,0
true,true,1,128,0.1,Rmsprop,20,0,9,0,0
false,true,1,128,0.1,Rmsprop,30,0,9,0,0
false,true,2,128,0.1,Rmsprop,10,0,9,0,0
true,true,2,128,0.1,Rmsprop,10,0,9,0,0
true,true,2,128,0.1,Rmsprop,20,0,9,0,0
false,true,2,128,0.1,Rmsprop,30,0,9,0,0
true,true,2,128,0.1,Rmsprop,30,0,9,0,0
false,true,4,128,0.1,Rmsprop,10,0,9,0,0
true,true,4,128,0.1,Rmsprop,10,0,9,0,0
false,true,4,128,0.1,Rmsprop,20,0,9,0,0
true,true,4,128,0.1,Rmsprop,20,0,9,0,0
false,true,4,128,0.1,Rmsprop,30,0,9,0,0
true,true,4,128,0.1,Rmsprop,30,0,9,0,0
false,true,8,128,0.1,Rmsprop,10,0,9,0,0
true,true,8,128,0.1,Rmsprop,10,0,9,0,0
true,true,8,128,0.1,Rmsprop,20,0,9,0,0
false,true,8,128,0.1,Rmsprop,30,0,9,0,0
true,true,8,128,0.1,Rmsprop,30,0,9,0,0
false,true,16,128,0.1,Rmsprop,10,0,9,0,0
true,true,16,128,0.1,Rmsprop,10,0,9,0,0
false,true,16,128,0.1,Rmsprop,20,0,9,0,0
true,true,16,128,0.1,Rmsprop,30,0,9,0,0
false,true,1,128,0.001,SGD,20,0,9,0,0
true,true,1,128,0.001,SGD,20,0,9,0,0
false,true,2,128,0.001,SGD,10,0,9,0,0
true,true,2,128,0.001,SGD,10,0,9,0,0
false,true,2,128,0.001,SGD,20,0,9,0,0
true,true,2,128,0.001,SGD,20,0,9,0,0
false,true,2,128,0.001,SGD,30,0,9,0,0
true,true,2,128,0.001,SGD,30,0,9,0,0
false,true,4,128,0.001,SGD,10,0,9,0,0
true,true,4,128,0.001,SGD,10,0,9,0,0
false,true,4,128,0.001,SGD,20,0,9,0,0
